Position	TITOLO	ANNO	LINK	FORMATO	LOCANDINA	LINGUA	GENERE	TRAMA	DURATA	INFO
112	Fast and Furious 4	2009	http://www.deadlyblogger.com/NewRelease/fast4.html	mp4	https://upload.wikimedia.org/wikipedia/en/8/8f/Fast_and_Furious_Poster.jpg	Inglese	Action/Thriller	Vin Diesel and Paul Walker return to star together in the fourth installment of the saga: Brian must work with the FBI to frame a trafficker with a passion for racing.	2h12m	
113	Fast And The Furious	2001	http://www.deadlyblogger.com/NewRelease/fast1.mp4	mp4	http://www.widemovie.it/wp-content/uploads/2015/04/fullhd-hizli-ve-ofkeli-1-fast-and-furious-1-turkce-dublaj-izle.jpg	Inglese	Thriller/Thriller	To investigate a number of thefts, policeman Brian O'Connor becomes an undercover infiltrator in the Los Angeles underground racing world. While trying to gain the boss's trust, the man risks being exposed.	1h47m	
114	Fast and The Furious 3 Tokyo Drift 	2006	http://www.deadlyblogger.com/NewRelease/fast3.html	mp4	https://i.pinimg.com/originals/a4/2d/a5/a42da50ffdc2ec15c12b69a82f8d0636.jpg	Inglese	Action/Drama	Shaun Boswell is a restless guy who likes to participate in clandestine car racing. Finished in trouble with the justice system, he is forced, to avoid prison, to join his father who is a soldier serving in Tokyo.	1h45m	
115	Fast Furious 2	2003	http://www.deadlyblogger.com/NewRelease/fast2.html	mp4	https://m.media-amazon.com/images/I/51MQ5ZMAPYL.jpg	Inglese	Action/Thriller	Stripped of his badge, Officer O'Conner is recruited by the FBI to infiltrate a clandestine car racing loop in Miami and dismantle a criminal organization.	1h48m	
116	Finding Nemo	2003	http://www.deadlyblogger.com/NewRelease/nemo2003.mp4	mp4	https://pbs.twimg.com/media/EG13sULU4AA3m5e.jpg	Inglese	Adventure/Comedy/animation	Marlin, a clown fish, is looking for his son Nemo, kidnapped by a fisherman on the coral reef. A desperate travel companion named Dory joins the desperate father. Meanwhile, the little one plans to escape from the aquarium in which he was locked up.	1h40m	
117	Flight	2012	http://www.deadlyblogger.com/NewRelease/flight1.html	mp4	https://upload.wikimedia.org/wikipedia/en/0/0e/Flight_film_poster.jpg	Inglese	Drama/Thriller	Whip, a pilot with severe alcoholism, makes a difficult emergency landing, becoming a hero. The investigation into the causes of the accident, however, causes his secret to come out.	2h18m	
118	Flubber	1997	http://www.deadlyblogger.com/NewRelease/flubber.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/33790.jpg	Inglese	Fantasy/Comedy	Thanks to a strange invention, a forgetful professor is the only one able to save the school where he works from bankruptcy.	1h34m	
119	Footprints on the Moon	1975	https://archive.org/download/LE_ORME/LE%20ORME.mp4	mp4	https://www.hysteria-lives.co.uk/hysterialives/graphicsi/footprintscover.jpg	Inglese	Thriller	A woman is tormented by strange dreams of astronauts on the moon. She visits a deserted seaside town whose inhabitants know her even though she does not know them.	1h30m	
120	Four Brothers	2005	http://www.deadlyblogger.com/NewRelease/fourb.mp4	mp4	https://pad.mymovies.it/filmclub/2005/07/122/locandina.jpg	Inglese	Action/Crime/Drama	When their adopted mother is gunned down in a store robbery the 'four brothers' investigated the murder for themselves & look for the killers but not all is what it seems.	1h49m	
121	Freddy's Dead: The Final Nightmare	1991	http://www.deadlyblogger.com/NewRelease/elm6.mp4	mp4	https://static.wikia.nocookie.net/nightmareonelmstreet/images/8/83/1991_poster.png/revision/latest?cb=20151028110524	Inglese	horror	Dream-haunting Freddy Krueger returns once again to prowl the nightmares of Springwood's last surviving teenager, and of a woman whose personal connection to Krueger may mean his doom.	1h29m	
122	Free Birds	2013	http://www.deadlyblogger.com/NewRelease/freebirds2013.mp4	mp4	https://flxt.tmsimg.com/assets/p9991381_p_v10_as.jpg	Inglese	Adventure/animation	A group of turkeys travel back in time to 1621 to change the Thanksgiving tradition. Two of them, with opposite characters, are forced to put aside their contrasts and their differences to make a team.	1h31m	
123	Free Fall	2014	https://archive.org/download/FreeFall2014720p/Free%20Fall%20(2014)%20720p.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2020/09/16/free-fall_jpg_400x0_crop_q85.jpg	Inglese	Drama/Thriller	Free Fall is a 2014 U.S. direct-to-video crime thriller film directed by Malek Akkad in his feature debut and starring Sarah Butler, Malcolm McDowell and D. B. Sweeney. It follows an employee followed by an assassin and locked in an elevator.	1h31m	
124	Friday	1995	http://www.deadlyblogger.com/NewRelease/friday1.mp4	mp4	https://m.media-amazon.com/images/I/51EChQ8BNfL._SY445_.jpg	Inglese	Comedy/Drama	Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by 10 p.m. that same night.	1h31m	
125	Friday After Next	2002	http://www.deadlyblogger.com/NewRelease/friday3.mp4	mp4	https://m.media-amazon.com/images/M/MV5BYTE2MmFmZTgtY2RhNC00MTE4LWExZjQtMmQ4NDIxNTg1YzI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg	Inglese	Comedy	Craig and his cousin Day-Day have finally gotten jobs as mall security guards and moved into their own crib. When a fake evil Santa Claus robs their rundown apartment on Christmas Eve, they embark on a comical adventure in an effort to track down the bandit and retrieve their stolen loot.	1h28m	
126	Friday Night Lights	2004	http://www.deadlyblogger.com/NewRelease/fridaynight2004.html	mp4	https://m.media-amazon.com/images/I/71AxJimi3cS._SY679_.jpg	Inglese	Sport/Drama	High school football coach from poor Texas town Odessa aims to get his kids to fight for state championship victory	1h58m	
127	Friday the 13th	1980	http://www.deadlyblogger.com/NewRelease/friday1980.mp4	mp4	https://images-na.ssl-images-amazon.com/images/I/81S-S8ivx2L._RI_.jpg	Inglese	Horror/Thriller	A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp where, years before, it was the site of a child's drowning and a grisly double murder.	1h35m	
128	Frosty The Snowman	1969	http://www.deadlyblogger.com/NewRelease/snowman1969.mp4	mp4	https://4.bp.blogspot.com/-LVh-pFgYuSo/XtzVwZWj9AI/AAAAAAAA-g8/Rj_VHoIbECAgzzCiQRBQhRlccZlvKjJtQCPcBGAsYHg/w500/cyhja04hGK9ylX9QbtLFCdkhcNX.jpg	Inglese	Animation/Family	A living snowman and a little girl struggle to elude a greedy magician who is after the snowman's magic hat.	25m	
129	Frozen	2013	http://www.deadlyblogger.com/NewRelease/disneyfrozen.mp4	mp4	https://lumiere-a.akamaihd.net/v1/images/p_frozen_18373_3131259c.jpeg	Inglese	fantasy/music/animation	A fearless young princess finding her sister, whose icy powers have trapped their kingdom in an eternal winter. We follow the lyrics of the songs on the screen to sing together.	1h49m	
130	Frozen Ground	2013	http://www.deadlyblogger.com/NewRelease/frozen.html	mp4	https://m.media-amazon.com/images/M/MV5BYzM3Mjc1ZDItMTE1OC00ODk0LWFmZjctYzgxZmYwNzliMTdkXkEyXkFqcGdeQXVyMTAxNDE3MTE5._V1_.jpg	Inglese	Thriller	After a woman miraculously escapes a murder, an Alaskan detective sets out on a search for a serial killer who has been acting undisturbed for 13 years.	1h45m	
131	Fury of the Wolfman	1972	https://archive.org/download/1972FuryOfTheWolfmanWPaulNaschy/[1972]Fury%20Of%20The%20Wolfman%20w%20Paul%20Naschy.mp4	mp4	https://m.media-amazon.com/images/M/MV5BOTAxNTIxZjctMDg1Yy00MDFjLTg3YTYtNjk3OTZkMjM0MmI5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg	Inglese	horror	A man has had a werewolf curse cast upon him. If he doesn't get rid of it, he turns into a killer werewolf when the moon is full.	1h30m	
132	G.I Joe Retaliation	2013	http://www.deadlyblogger.com/NewRelease/gijoe2.html	mp4	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6gQIkgBWgT8xD14DF7T4LR6k1F7kwK2-R3ODeW_3TbuCg8BN7	Inglese	Action/Adventure	The G.I. Joe not only fights against COBRA's deadly enemies, but is also forced to contend with the threat posed by the US government.	2h2m	
133	Gallowwalkers	2012	http://www.deadlyblogger.com/NewRelease/walkers.html	mp4	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ27V_mVh09ib960MJNTMDWisRSM5cP8n8zhrLBGmjP92KwbD99	Inglese	Horror/Western	Aman is afflicted from birth by a terrible curse, as a result of which all those killed by his gun awaken in the form of the undead.	1h30m	
134	Get on Up	2014	http://deadlyblogger.com/NewRelease/getonup.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2014/10/29/getonuplocita_jpg_400x0_crop_q85.jpg	Inglese	Drama/Music	Get on Up is a 2014 American biographical musical drama film about the life of singer James Brown and directed by Tate Taylor and written by Jez and John-Henry Butterworth. ... The film was released on August 1, 2014.	2h19m	
135	Godzilla	2014	http://www.deadlyblogger.com/NewRelease/godzilla2014.html	mp4	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRp3SNKbU2eOD8iX68ljf64QRGriVU5IAdYjiRpJUQvsOP6uCPA	Inglese	Sci-fi/Sci-fi	In Tokyo, yet another earthquake causes a serious accident inside a nuclear power plant during which the wife of Joe Brody, an experienced American supervisor, is killed. The studies on the mysterious case go on for many years, until the professor manages to shed light on the nature of those mysterious tremors.	2h3m	
136	Godzilla and Mothra: The Battle for Earth	1992	https://archive.org/download/GodzillaAndMothraTheBattleForEarth/Godzilla%20And%20Mothra%20The%20Battle%20For%20Earth.mp4	mp4	https://m.media-amazon.com/images/I/510X09GK4QL.jpg	Inglese	Adventure/Family/Fantasy	In the midst of another rampage by Godzilla, Mothra emerges to save the human race from Battra.	1h40m	
137	Gone with the West	1975	https://archive.org/download/GonewiththeWest/GonewiththeWest_512kb.mp4	mp4	https://pics.filmaffinity.com/Gone_with_the_West-212815166-large.jpg	Inglese	Action/Western	After being framed, a cowboy is sent to jail. After his time is served, he leaves with vengeance in his heart. Soon he meets a young Native American woman and together they go to settle their score with a small town and its corrupt leader.	1h32m	
138	Grown Ups	2010	http://www.deadlyblogger.com/NewRelease/grown1.mp4	mp4	https://www.themoviedb.org/t/p/original/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg	Inglese	Comedy	A group of friends get together to honor the memory of their basketball coach and realize that maturity doesn't always come with age.	1h42m	
139	Grown Ups 2	2013	http://www.deadlyblogger.com/NewRelease/grown2.mp4	mp4	https://www.themoviedb.org/t/p/original/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg	Inglese	Comedy	Lenny Feder returns with his family to his hometown to be able to be with his old friends. He soon discovers that he hasn't left the crazy life of Los Angeles behind.	1h41m	
140	Grudge Match	2013	http://www.deadlyblogger.com/NewRelease/grudgematch.html	mp4	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQg_TLQg0XhYNt7FTRUIkA7IZqRBJl8O49tdF9EfCXa8Yf7NR9H	Inglese	Comedy/Drama	Two Pittsburgh boxers, champions and fierce ring rivals across the nation, decide to fight to the hilt in the last fight.	1h53m	
141	Guardians of the Galaxy	2014	http://deadlyblogger.com/NewRelease/guardians2014.mp4	mp4	https://movieplayer.net-cdn.it/images/2014/02/21/guardians-of-the-galaxy-la-locandina-del-film-299722.jpg	Inglese	fantasy/Science	An action-packed, epic space adventure, Marvel's "Guardians of the Galaxy," expands the Marvel Cinematic Universe into the cosmos, where brash adventurer Peter Quill finds himself the object of an unrelenting bounty hunt after stealing a mysterious orb coveted by Ronan, a powerful villain with ambitions that threaten the entire universe. To evade the ever-persistent Ronan, Quill is forced into an uneasy truce with a quartet of disparate misfits--Rocket, a gun-toting raccoon; Groot, a tree-like humanoid; the deadly and enigmatic Gamora; and the revenge-driven Drax the Destroyer. But when Quill discovers the true power of the orb and the menace it poses to the cosmos, he must do his best to rally his ragtag rivals for a last, desperate stand--with the	2h5m	
142	Hancock	2008	http://www.deadlyblogger.com/NewRelease/hancock.html	mp4	https://pad.mymovies.it/filmclub/2008/01/093/locandina.jpg	Inglese	fantasy/action/cinema	John Hancock is an alcoholic and unpopular superhero who causes massive damage every time he steps up against crime. Ray Embrey decides to help him to revive the image of him.	1h42m	
143	Hanna	2011	http://www.deadlyblogger.com/NewRelease/hanna2011.html	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/47877.jpg	Inglese	Action/Thriller	Hanna, a sixteen-year-old girl, becomes a perfect hitman thanks to the training given to her by her father, who has a risky mission in Europe in store for her. The young woman, however, begins to wonder about her own destiny.	1h51m	
144	Harry and the Hendersons	1987	https://archive.org/download/HarryAndTheHendersons/Harry%20and%20the%20Hendersons.mp4	mp4	https://flxt.tmsimg.com/assets/p10039_p_v10_ab.jpg	Inglese	Comedy/Family/Fantasy	The Henderson family adopt a friendly Sasquatch but have a hard time trying to keep the legend of 'Bigfoot' a secret.	1h50m	
145	High Risk	1981	https://archive.org/download/HighRisk/High_Risk_512kb.mp4	mp4	https://m.media-amazon.com/images/M/MV5BNjAzYWNlZWMtZjEzNy00ZTM5LWI5ZTYtYmMwNDI1OGJkN2NkXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg	Inglese	Action/Comedy/Crime	Four naive Americans, in need of easy cash, decide to fly to Colombia and raid the safe of a notorious drug lord with connections to the corrupt military regime.	1h34m	
146	Hitch	2005	http://www.deadlyblogger.com/NewRelease/hitch.html	mp4	https://movieplayer.net-cdn.it/t/images/2003/04/16/la-locandina-di-hitch-lui-si-che-capisce-le-donne-10552_jpg_400x0_crop_q85.jpg	Inglese	Romantic/Comedy	Hitch, known as Doctor Trailer, helps men conquer the women they are in love with. One day, however, he too ends up involved in a relationship that puts him in serious trouble.	1h58m	
147	Hocus Pocus	1993	http://www.deadlyblogger.com/NewRelease/hocuspocus.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/big/35974.jpg	Inglese	Comedy/Family/Fantasy	A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.	1h36m	
148	Home Alone	1990	http://www.deadlyblogger.com/NewRelease/homealone1.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg	Inglese	comedy/family	An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.	1h43m	
149	Home Alone 2: Lost in New York	1992	http://www.deadlyblogger.com/NewRelease/homealone2.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/5/50/Home_Alone_2.jpg	Inglese	Adventure/Comedy/Crime/family	One year after Kevin McCallister (Macaulay Culkin) was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind.	2h	
150	Home Alone 3	1997	http://www.deadlyblogger.com/NewRelease/homealone3.mp4	mp4	https://flixable.b-cdn.net/hbo-max/small/home-alone-3.jpg	Inglese	Thriller/Action/family	A pacularly clumsy group of criminals try to pass a microchip through airport security checks but lose the stolen property inside a toy car belonging to the elderly Mrs. Hess. The men follow the unsuspecting woman to her home and watch her as she gives the model to little Alex Pruitt.	1h42m	
151	Home Alone 4	2002	http://www.deadlyblogger.com/NewRelease/homealone4.mp4	mp4	https://static.wikia.nocookie.net/scratchpad/images/a/ad/Home_alone_4_tv_print_ad.jpg/revision/latest?cb=20170101181936	Inglese	Thriller/Comedy/Family	Little Kevin wants to reunite his separated parents before the holidays. To do this, he uses all his wits.	1h29m	
152	Home Front	2013	http://www.deadlyblogger.com/NewRelease/homefront2013.html	mp4	https://movieplayer.net-cdn.it/t/images/2013/09/30/homefront-nuovo-poster-287074_jpg_400x0_crop_q85.jpg	Inglese	Action/Thriller	Phil Brocker is a DEA agent in deep crisis since, during an action against a gang of bikers, he had the son of a boss killed who swore revenge. Phil, recently widowed, decides to retire.	1h50m	
153	Horror Express	1972	https://archive.org/download/Horror_Express_WebM/horror_express_512kb.mp4	mp4	https://lipercubo.it/wp-content/uploads/2017/01/vnok0cVRxoSt0RlaJXEVQAVeCGY1.jpeg	Inglese	Horror/Sci-Fi	In 1906, in China, a British anthropologist discovers a frozen prehistoric creature and must transport it to Europe by train.	1h28m	
154	Hot Fuzz	2007	http://www.deadlyblogger.com/NewRelease/hotfuzz.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMzg4MDJhMDMtYmJiMS00ZDZmLThmZWUtYTMwZDM1YTc5MWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg	Inglese	Drama/Parody	A policeman is transferred to the countryside, but the rural reality is more gruesome than expected, and violent death seems to be present everywhere.	2h1m	
155	Hot Tub Time Machine	2010	http://www.deadlyblogger.com/NewRelease/hottub2010.mp4	mp4	https://lh3.googleusercontent.com/proxy/9SgOWuxnOV9X9nK2UKFlEefBIKb6WgXB4_WnGLLD0RL0b6XylEQl1MDfRXSlv4LU9ri1dutotskvs_nQXy5WRxRmN4paSk8MwGCra5H8_qxSpYTGGa9at-r1	Inglese	Sciencefiction/Adventure	"Hot Tub Time Machine" follows a group of best friends who've become bored with their adult lives: Adam has been dumped by his girlfriend; Lou is a party guy who can't find the party; Nick's wife controls his every move; and video game-obsessed Jacob won't leave his basement.	1h41m	
156	How the Grinch Stole Christmas	2000	http://www.deadlyblogger.com/NewRelease/grinch2000.mp4	mp4	https://lh3.googleusercontent.com/proxy/BsxAx38_J646bDQ4Iq8uthOvzvtqeCHeTytlHytqcd6eLu9dQgTCMMGYF8y3QSURbJQCqcttVUD7Q5mGtkVuP9RV4TWYxPpQ1XvwHyfCMwgkA9NiPKhnHibOmhQGUc5WcFe5hRRAxoJeoa-O5Lw_blgS	Inglese	Sci-fi/Action	Cindy Lou is a little girl who lives in the village of Chinonso and, near the celebrations for the arrival of Christmas, convinces the village mayor to invite the Grinch, a grumpy and wicked being fantastic, who lives with the objects taken from the landfill.	1h50m	
157	I Am Legend	2007	http://www.deadlyblogger.com/NewRelease/iaml.mp4	mp4	https://images-na.ssl-images-amazon.com/images/I/91CPSWsURBL._AC_SY355_.jpg	Inglese	fantasy/Thriller	New York, 2012. A mysterious virus killed men and turned them into vampires. The only human who survived the infection is Dr. Robert Neville, who desperately struggles to find a cure.	1h44m	
158	I Robot	2004	http://www.deadlyblogger.com/NewRelease/irobot.mp4	mp4	https://pad.mymovies.it/filmclub/2004/07/036/locandina.jpg	Inglese	fantasy/Thriller	In the year 2035, technology and robots are now part of everyday life. Investigator Del Spooner must investigate the murder of Dr. Alfred Lanning, a U.S. scientist. Robotics, in which Sonny seems to be involved. But that would mean a violation of the Three Basic Laws.	1h55m	
159	I, Frankenstein	2014	http://www.deadlyblogger.com/NewRelease/frankenstein2014.html	mp4	https://pad.mymovies.it/filmclub/2010/02/032/locandina.jpg	Inglese	fantasy/action/cinema	Two centuries after being created by Doctor Frankenstein, Adam is once again involved in a war between two immortal races.	1h33m	
160	Identity Thief	2013	http://www.deadlyblogger.com/NewRelease/identitythief.mp4	mp4	https://fanart.tv/fanart/movies/109431/movieposter/identity-thief-5234956b891b4.jpg	Inglese	Thriller/Comedy	Sandy Bigelow Patterson spends a perfect life in Colorado, with a wife, two children and good professional success, when he discovers that a woman in Florida has stolen his identity and uses his accounts to enjoy a life of luxury and wildness.	1h52m	
161	In Too Deep	1999	http://www.deadlyblogger.com/NewRelease/deep1999.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/42466.jpg	Inglese	Thriller/Drama	Jeff Cole is a recent graduate of the Cincinnati police academy who dreams of working undercover. His wish is granted and through success is given the task of taking down state-wide crack dealer Dwayne Gittens aka "God".	1h44m	
162	Independance Day	1996	http://www.deadlyblogger.com/NewRelease/indep.html	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Independence_day_movieposter.jpg/220px-Independence_day_movieposter.jpg	Inglese	Sci-fy/action/Drama	The film tells of an imaginary and almost successful alien invasion of Earth, with the destruction of several iconic monuments of the United States of America, such as the Empire State Building, the White House and the Library Tower in Los Angeles. A huge advertising campaign was used to launch the film, which began during the 30th edition of the Super Bowl final.	1h34m	
163	Insecurity	2007	https://archive.org/download/insecurity/Insecurity_512kb.mp4	mp4	https://a.ltrbxd.com/resized/film-poster/3/7/8/7/4/37874-insecurity-0-230-0-345-crop.jpg?k=373e805e38	Inglese	Thriller	When offered four thousand dollars to break into a computer network, Leon and Greg are not concerned with something as petty as morality. The only real questions are what complications can arise from hacking into a small home business, what is wrong with the twenty year old daughter Madison. What should Greg do when his friend cannot stop watching the girl on her own webcam, without her knowledge.	1h16m	
164	Inside Man	2006	http://www.deadlyblogger.com/NewRelease/insideman.mp4	mp4	http://aforismi.meglio.it/img/film/Inside_man.jpg	Inglese	Thriller	Four men and a woman dressed as house painters raid the Manhattan Trust and take about fifty people between customers and bank employees hostage, forcing them to wear overalls and masks. Investigator Keith Frazier has the task of negotiating with the chief of the criminals, Dalton Russell, who has studied his plan in detail.	2h9m	
165	Insidious	2010	http://www.deadlyblogger.com/NewRelease/insidious1.mp4	mp4	https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_.jpg	Inglese	Horror	Moving to a new home, family members find themselves forced to make drastic decisions when they realize that they are being persecuted by evil spirits that haunt the place and who have taken possession of the body of one of the children.	1h43m	
166	Iron Man	2008	http://www.deadlyblogger.com/NewRelease/ironman1.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2008/03/07/la-locandina-di-iron-man-55075_jpg_400x0_crop_q85.jpg	Inglese	fantasy	After surviving an unexpected attack in enemy territory, industrialist Tony Stark builds high-tech armor and vows to protect the world as Iron Man.	2h6m	
167	Iron Man 2	2010	http://www.deadlyblogger.com/NewRelease/ironman2.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2010/04/13/la-locandina-italiana-di-iron-man-2-152680_jpg_400x0_crop_q85.jpg	Inglese	Sci-Fi/Action	Now that the whole world knows the true identity of Iron Man, millionaire inventor Tony Stark faces pressures to collaborate with the military and form new alliances to face a powerful enemy.	2h4m	
168	Iron Man 3	2013	http://www.deadlyblogger.com/NewRelease/ironman3.mp4	mp4	https://cdn.bestmovie.it/wp-content/uploads/2013/04/iron-man-3-international-poster1.jpg	Inglese	Science/fiction/Action	After saving New York from destruction and remaining sleepless and worried since then, Tony Stark left without armor must fight his inner fears to defeat his new enemy, the Mandarin.	2h11m	
169	Jack	1996	http://www.deadlyblogger.com/NewRelease/jac996.mp4	mp4	https://mr.comingsoon.it/imgdb/locandine/235x336/34647.jpg	Inglese	Comedy/Drama/Fantasy	Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.	1h53m	
170	Jawbreaker	1999	http://www.deadlyblogger.com/NewRelease/jawbreaker.mp4	mp4	https://images-na.ssl-images-amazon.com/images/I/51B2FDP41FL.jpg	Inglese	Thriller/Comedy	In what was meant as a harmless birthday prank, three of Reagan High School's most popular girls, Julie, Marcie, and Courtney pretend to kidnap their friend, the latter shoving a jawbreaker into the victim's mouth to keep her from screaming.	1h27m	
171	Jay and Silent Bob Strike Back	2001	http://www.deadlyblogger.com/NewRelease/strikeback.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/c/c5/Jay_and_Silent_Bob_Strike_Back_%28theatrical_poster%29.jpg	Inglese	Stoner/Road	Jay and Silent Bob Strike Back is a tale of adventure on the open road. When Dante and Randal (of Clerks fame) get a restraining order to keep the punchy Jay and his hetero life-mate, Silent Bob, from selling drugs in front of the Quick Stop convenience store, their lives are suddenly empty.	1h44m	
172	Jimmy Carr - Funny Business	2016	https://ia800405.us.archive.org/1/items/JimmyCarrFunnyBusiness2016WEBDL720pMP4TDR/Jimmy%20Carr%20Funny%20Business%202016%20WEB-DL%20720p%20MP4%20-TDR-.mp4	mp4	https://movieplayer.net-cdn.it/t/images/2019/10/24/jimmy-carr_jpg_400x0_crop_q85.jpg	Inglese	Comedy	Jimmy Carr's show at the Apollo Theater in London, where the comedian spreads jokes of notable perfidy without ever getting upset.	1h2m	Netflix
173	Jingle All the Way	1996	http://www.deadlyblogger.com/NewRelease/jinglealltheway.mp4	mp4	https://flxt.tmsimg.com/assets/p18758_p_v13_am.jpg	Inglese	Comedy/Family	A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out of them, and he must travel all over town and compete with everybody else in order to find one.	1h29m	
174	John Wick	2014	http://deadlyblogger.com/NewRelease/johnwick.mp4	mp4	https://ivid.akamaized.net/media/foto/2014/10/30/john_wick_locandina_originale_108ee6.jpg	Inglese	Thriller	John Wick (2014) An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.	1h41m	
175	Joshua	1976	https://archive.org/download/ClaCinOnl_Joshua/Joshua_512kb.mp4	mp4	https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Joshua_The_Black_Rider_poster.jpg/220px-Joshua_The_Black_Rider_poster.jpg	Inglese	Drama/Western	A black soldier returns from fighting for the Union in the Civil War only to find out that his mother has been murdered by a gang of white thugs. He becomes a bounty hunter, determined to track down and kill the men who killed his mother.	1h30m	
176	Juice	1992	http://www.deadlyblogger.com/NewRelease/juice.mp4	mp4	https://www.themoviedb.org/t/p/w500/fLOB1MdIf2jWexxOzq441lNTIpW.jpg	Inglese	Drama/Thriller	Summaries. Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as "the juice". 4 Harlem teens, Q, Bishop, Raheem and Steel, are out skipping school one day when they find out an old friend was killed in a shootout at a bar.	1h40m	
177	Jumanji	1995	http://www.deadlyblogger.com/NewRelease/Jumanji1.mp4	mp4	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRshGTb1ENiQK_1vzXh7zKuDmj4TfjGIMnKF0uSzTTfvBAUTbjeoWfuGGThDSajxjtNtAY&usqp=CAU	Inglese	Adventure/Comedy/Family	When two kids find and play a magical board game, they release a man trapped in it for decades--and a host of dangers that can only be stopped by finishing the game.	1h44m	
178	Keep My Grave Open	1976	https://archive.org/download/KeepMyGraveOpen_1976/Keep%20My%20Grave%20Open.mp4	mp4	https://m.media-amazon.com/images/M/MV5BM2JlMzE0NmItZTlhNy00MTRhLWFiZjctZTVmZjVjYWJhYzQ0XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_.jpg	Inglese	horror	A crazy woman who lives in an old mansion thinks she's with her brother/lover, who lures victims to her.	1h19m	
179	Kevin Hart: Let Me Explain	2013	http://www.deadlyblogger.com/NewRelease/kevin.mp4	mp4	https://fanart.tv/api/download.php?type=download&image=51102&section=3	Inglese	Comedy/Documentary	Kevin Hart: Let Me Explain is a 2013 American stand-up comedy film featuring Kevin Hart's 2012 performance at Madison Square Garden. It was released in theaters on July 3, 2013.	1h15m	
180	Kick Ass 2	2013	http://www.deadlyblogger.com/NewRelease/kickass2.mp4	mp4	https://www.themoviedb.org/t/p/original/4LUzG0blTn6JMhUwXSmjPqNFNXL.jpg	Inglese	Thriller/Action	Dave, together with Mindy, creates the world's first superhero team. Unfortunately, however, Hit Girl is exposed and forced to retire.	1h53m	
181	Kicking & Screaming	2005	http://www.deadlyblogger.com/NewRelease/kicking.mp4	mp4	https://flxt.tmsimg.com/assets/p35763_p_v10_ab.jpg	Inglese	Sport/Comedy	Phil Weston is a calm man with healthy values; from an early age, however, he had to suffer the intrusiveness of his father, Buck, who has always focused on competitiveness. Now the man finds himself coaching the football team in which his son Sam also plays and realizes that he looks a lot like his parent.	1h35m	
182	Killa Season	2006	http://www.deadlyblogger.com/NewRelease/killa1.mp4	mp4	https://www.themoviedb.org/t/p/w500/5DLE2PHDfuyXOny0axmVZuDRZbP.jpg	Inglese	Thriller	Killa Season is a 2006 drama film directed to the video about a rapper's youthful life as a crook.	2h7m	
