Idioma	Titolo	Anno	Genere	Numero Puntata	Titolo della puntata	Link	Info	Descrizione	Locandine	Altre info
Italiano	Il candidato	2014	Commedia	Episodio 30	La manifestazione	https://streamcdng6-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/raitre/Il_Candidato/3958832.mp4/chunklist-v1-a1.m3u8	Stagione1	Un evento di piazza in cui Piero Zucca si presenta una volta per tutte al suo milione di elettori. Ma Zucca ha un milione di elettori? O meglio, ha degli elettori? 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 31	L'ospitata	https://streamcdng58-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4006568_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	I candidati alle elezioni fanno la fila per essere ospiti di "Pesto e corna", programma di cucina e gossip seguito da 4 milioni di potenziali elettori 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 32	La scuola pubblica	https://streamcdng46-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4011119_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	"La scuola pubblica è inutile". E' la dichiarazione del candidato premier Piero Zucca riportata su tutte le prime pagine. I professori protestano sotto la sede del comitato elettorale di Zucca. L'idea: Zeno si traveste da professore e s'infiltra tra i manifestanti col proposito di lanciare zucche contro Zucca 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 33	Conversione	https://streamcdng5-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4018170_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	E' ora di andare a messa per conquistare l'elettorato cattolico... ma c'è un problema: Piero Zucca è ateo 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 34	Il congresso	https://streamcdnr2-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4022655_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	Claudio trama intrighi in bagno con Carlo Cioni, sfidante di Piero Zucca alle primarie. Piero esce dal bagno e smaschera Claudio, che ... 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 35	Duello tv	https://streamcdng53-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4034248_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	Zucca tenta di spuntarla in un dibattito televisivo su Santachiara grazie ai suggerimenti dello staff collegato tramite auricolare 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 36	La crisi	https://streamcdng58-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4038095_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	La vita di coppia di Piero e Cecilia è piatta, almeno all'apparenza. Lo staff decide di aggiungere un po' di pEpe costruendo a tavolino una foto che mostra Cecilia che bacia un fantomatico amante 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 37	Coming out	https://streamcdng57-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4044484_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	Per la campagna elettorale ormai agli sgoccioli è necessario un colpo di scena: Piero Zucca è gay! 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 38	La talpa	https://streamcdng63-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4049919_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	Da tempo l'avversario politico Santachiara anticipa le mosse di Zucca. E' chiaro, c'é una spia! 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 39	Le elezioni	https://streamcdng62-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4053895_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	Incredibilmente i sondaggi danno Zucca in ascesa fino a posizionarlo al primo posto. Nel comitato elettorale partono i festeggiamenti, quando... 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 4	L'arresto	https://streamcdng72-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/podcastcdn/Raitv/Raitv_watchfolder_generico/3081311.mp4/chunklist-v1-a1.m3u8	Stagione1	"E' ora di fare pulizia! Di lavare via tutto il marcio che c'è nei partiti. Pulisci e strofina! Pulisci e strofina! Uno scandalo corruzione colpisce anche il partito di Piero Zucca, ma il candidato ne esce ancora una volta alla sua maniera... 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 40	Presidente! Mio Presidente	https://streamcdng50-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/raitre/Il_Candidato/Il_Candidato_1_Serie/4064331_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Stagione1	Piero Zucca ha ottenuto lo 0% dei voti alle elezioni ma... "non è finita finché non.....	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 5	La macchina del fango	https://streamcdnm17-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/podcastcdn/Raitv/Raitv_watchfolder_generico/3111967.mp4/chunklist-v1-a1.m3u8	Stagione1	E' l'ora della discesa in campo dell'antagonista di Zucca: l'incorruttibile magistrato Giulio Santachiara, interpretato da Massimo Ghini. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 6	Talk Show	https://streamcdnm15-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/podcastcdn/Raitv/Raitv_watchfolder_generico/3139730.mp4/chunklist-v1-a1.m3u8	Stagione1	Piero Zucca viene "allenato" per il suo primo talk show politico 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 7	Discorso emozionante	https://2uscreativem3-vh.akamaihd.net/i/archive_k/Archive/raitre/ballaro/Ballaro_2014/3167062_1800.mp4/index_0_av.m3u8?null=0	Stagione1	Il candidato premier 'allenato' da un grande attore per commuovere la gente 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 8	Il manifesto	https://2uscreativem3-vh.akamaihd.net/i/archive_k/Archive/raitre/ballaro/Ballaro_2014/3193456_1800.mp4/index_0_av.m3u8?null=0	Stagione1	Piero Zucca deve affrontare uno dei momenti topici di una campagna elettorale: la scelta della foto per i manifesti 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il candidato	2014	Commedia	Episodio 9	L'imitazione	https://2uscreativem3-vh.akamaihd.net/i/archive_k/Archive/raitre/ballaro/Ballaro_2014/3246514_1800.mp4/index_0_av.m3u8?null=0	Stagione1	Ogni leader che si rispetti ha bisogno di un comico che lo imiti. Piero Zucca ha... Feffo, alias Maccio Capatonda! 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/01/1572599764333_1536x2048_logo.jpg	
Italiano	Il Capitano Maria	2018	Drammatico/crime	Episodio 1	1	https://streamcdnr15-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/Italy/podcastcdn/Fiction/Il_Capitano_Maria/8789089_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Mini Serie	Dopo dieci anni Maria Guerra, Capitano dei Carabinieri, fa ritorno nel suo paese, al Sud, per cominciare con i figli Luce e Riccardo una vita serena lontana dal trambusto della grande città. A spingerla a tornare, però, c'è anche il desiderio di fare luce sulla misteriosa scomparsa di suo marito, un magistrato del tribunale dei minori. Ma i propositi di tranquillità vengono subito spazzati via dall'indagine a cui viene assegnata: sulla città pesa la minaccia di un brutale attentato che potrebbe mettere in pericolo la vita dei suoi figli.	https://www.raiplay.it/cropgd/1200x600/dl/img/2019/07/04/1562250395064_2048x1152.JPG	
Italiano	Il Capitano Maria	2018	Drammatico/crime	Episodio 2	2	https://streamcdng14-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom2/Italy/podcastcdn/Fiction/Il_Capitano_Maria/8824610_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Mini Serie	Maria indaga sull'attentato: tutto fa pensare che l'autore sia il vecchio boss Vito Patriarca. Ma il capitano comprende che sotto c'è qualcosa di molto più complesso: chi è veramente Annagreca Zara, la misteriosa ragazza che è stata determinante per salvare la scuola? Il tenente Enrico Labriola sospetta che la ragazza sia una hacker che opera nel web profondo, e indaga in segreto su di lei.	https://www.raiplay.it/cropgd/1200x600/dl/img/2019/07/04/1562250395064_2048x1152.JPG	
Italiano	Il Capitano Maria	2018	Drammatico/crime	Episodio 3	3	https://streamcdnr1-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/Italy/podcastcdn/Fiction/Il_Capitano_Maria/8857772_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Mini Serie	La guerra tra i Patriarca e il gruppo di giovani hacker di Annagreca si infiamma e Luce, innamorata di FIlippo, decide di unirsi ai ragazzi, scappando di casa. Maria si mette disperatamente sulle sue tracce capendo che la ragazza si trova in grande pericolo. E proprio durante le ricerche, Maria trova le prove che la morte di suo marito è legata al caso di Annagreca.	https://www.raiplay.it/cropgd/1200x600/dl/img/2019/07/04/1562250395064_2048x1152.JPG	
Italiano	Il Capitano Maria	2018	Drammatico/crime	Episodio 4	4	https://streamcdng22-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom2/Italy/podcastcdn/Fiction/Il_Capitano_Maria/8862653_,800,1800,.mp4.csmil/chunklist-f2-v1-a1.m3u8	Mini Serie	Grazie all'aiuto di Dario, ormai perdutamente innamorato di lei, Maria cerca di trovare un modo per far guarire il piccolo Riccardo e tutti gli altri bambini contagiati a causa dei materiali stivati nei container dei Patriarca. Intanto si prEpara il matrimonio tra Annagreca e Tancredi: questa unione, che dovrebbe sancire la pace tra il clan e i ribelli, è motivo di grosse preoccupazioni da una parte e dall'altra. E mentre Maria indaga, diventa sempre più chiara la figura di chi ha ordinato l'omicidio di suo marito e ha messo in scacco la sua famiglia e la sua città.	https://www.raiplay.it/cropgd/1200x600/dl/img/2019/07/04/1562250395064_2048x1152.JPG	
Italiano	Il Circolo Pickwick	1968	Sceneggiati	Episodio 1	Il Circolo Pickwick - Puntata 1	https://streamcdnb2-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7900508_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Gregoretti introduce il riadattamento televisivo del romanzo di Dickens "Il Circolo Pickwick": Samuel Pickwick, un signore allegro e benestante, fonda il circolo cui dà il suo nome. Assieme a Tupman, Snodgrass e Winkle parte per compiere una ricognizione della provincia inglese. Jingle, un truffatore accompagnato dal suo compare e domestico Job Trotter, affabula i membri del circolo e li trascina in una serie di guai. A Rochester i quattro incontrano Mr Wardle, un uomo cordiale accompagnato in gita dalla sorella Rachele e dalle figlie Emily e Isabella. Wardle e Pickwick diventano amici e Winkle, Snodgrass e Tupman si innamorano rispettivamente di Arabella, Emily e Rachele. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/15/1571151864903_1536x2048logo.jpg	
Italiano	Il Circolo Pickwick	1968	Sceneggiati	Episodio 2	Il Circolo Pickwick - Puntata 2	https://streamcdnb8-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7900694_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Venuto a conoscenza del fatto che Rachele è un'ereditiera, Jingle tenta di sedurla, nonostante la donna sia già corteggiata da Tupman. Jingle e Rachele si danno alla fuga e Wardle, una volta riuscito a raggiungerli, convince il malfattore a desistere dai suoi propositi dandogli duecento sterline. A Londra Pickwick conosce Sam Weller, lustrascarpe dell'albergo, e decide di prenderlo a servizio: della novità accenna subito alla sua padrona di casa, che equivoca pensando che Pickwick voglia chiederle di sposarlo e sviene fra le braccia dell'uomo. Ad una festa, i membri del circolo sventano un altro degli inganni che Jingle stava tramando. Il domestico Job Trotter si finge pentito ed indirizza Pickwick in un luogo dove potrebbe sventare un'altra delle truffe di Jingle. Pickwick scopre di essere stato raggirato e si ritrova in un collegio femminile nel quale le ragazze, credendolo un maniaco, lo rinchiudono in uno sgabuzzino. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/15/1571151864903_1536x2048logo.jpg	
Italiano	Il Circolo Pickwick	1968	Sceneggiati	Episodio 3	Il Circolo Pickwick - Puntata 3	https://streamcdnb4-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7900861_,1200,1800,2400,.mp4.csmil/chunklist-f2-v1-a1.m3u8	minisearie	Pickwick viene liberato dallo sgabuzzino del collegio femminile. Il gruppo decide di cercare un po' di svago con una battuta di caccia, ma Pickwick è dapprima costretto a farsi trasportare in carriola per un infortunio, poi viene sequestrato dal proprietario dei terreni che, per dare una lezione agli intrusi, lo rinchiude in un recinto con gli animali da cortile. Salvato dagli amici, riceve subito dopo una querela da parte della sua padrona di casa, che si ritiene vittima di raggiro per via della promessa di matrimonio non mantenuta. Pickwick e Sam si recano dagli avvocati della controparte e incontrano il padre di Sam, che svela loro come raggiungere Jingle. I due, raggiunti dal resto del circolo, si mettono alla ricerca, ma Pickwick in una locanda ha un contrattempo con una vedova promessa in sposa.. Durante la lite che segue tra Pickwick e il promesso sposo, la donna corre al posto di polizia in cerca d'aiuto. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/15/1571151864903_1536x2048logo.jpg	
Italiano	Il Circolo Pickwick	1968	Sceneggiati	Episodio 4	Il Circolo Pickwick - Puntata 4	https://streamcdng1-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7900976_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Il sindaco Nupkins, a seguito delle denunce della vedova, sottopone Pickwick ed il suo circolo ad un ingiusto processo. Sam, però, aveva scoperto che Jingle stava facendo la corte alla figlia del sindaco fingendosi un capitano: il sindaco scagiona tutti in cambio di collaborazione e Pickwick ed i suoi riescono a smascherare Jingle. I pickwickiani passano il Natale a casa di un amico di Pickwick dove Winkle, cercando di far colpo su una ragazza, finisce col procurare a lui e a Pickwick un bagno in un laghetto ghiacciato. Il fondatore del circolo scopre che i suoi sono stati chiamati a testimoniare nel processo in cui è accusato di rottura di promessa di patrimonio da parte della padrona di casa. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/15/1571151864903_1536x2048logo.jpg	
Italiano	Il Circolo Pickwick	1968	Sceneggiati	Episodio 5	Il circolo Pickwick - Puntata 5	https://streamcdng10-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7968422_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	La testimonianza di Winkle al processo fa condannare Pickwick ad una multa di mille sterline. Pickwick si rifiuta di pagare e dovrà finire in prigione, ma prima decide di trascorrere l'ultimo tempo in libertà a Bath con gli amici. Qui Winkle, a causa di un equivoco, viene accusato di aver oltraggiato l'onore di sua moglie dal signor Dowler e fugge a Bristol per scampare alle sue ire. Winkle viene a sapere che nella stessa città si trova Arabella, la giovane conosciuta il precedente Natale. Pickwick, raggiunto l'amico, rivela alla ragazza i sentimenti di Winkle e, durante un incontro clandestino, il gruppo vive una delle sue disavventure. L'indomani, il vicesceriffo vuole arrestare Pickwick per insolvenza dopo il processo. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/15/1571151864903_1536x2048logo.jpg	
Italiano	Il Circolo Pickwick	1968	Sceneggiati	Episodio 6	Il Circolo Pickwick - Puntata 6	https://streamcdnb4-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7927141_,1200,1800,2400,.mp4.csmil/chunklist-f1-v1-a1.m3u8	minisearie	Il signor Pickwick finisce in prigione e convince il suo fedele servitore Sam, che voleva restare con lui... 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/10/15/1571151864903_1536x2048logo.jpg	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 1	Piccoli angeli	https://streamcdnr7-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7215007_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Piccoli angeli Di origini meridionali, il commissario Corso lavora per far rispettare la giustizia a Milano. Il primo, delicato caso che si trova a dover risolvere lo riguarda da vicino: nella scuola del figlio, un bambino siciliano, Cosimo, viene usato da un sedicente zio come spacciatore. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 10	La sfida	https://streamcdnb7-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9110967_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	La sfida Gianfranco Mattei, titolare di un'autofficina, viene ucciso insieme con sua figlia. Il commissario Corso e i suoi colleghi trovano inspiegabile il duplice omicidio: dalle ricerche, le attività dell'officina risultano lecite e il proprietario incensurato. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 11	La Via Lattea	https://streamcdnb6-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9110598_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	La Via Lattea Un ingegnere viene colto in flagrante nel tentativo di scassinare una cassaforte all'interno di un appartamento: viene trovato il cadavere di un doganiere ed il ladro viene accusato dell'omicidio. Grazie alle rivelazioni dell'ingegnere, tuttavia, il commissario Corso scoprirà un traffico illecito di latte in polvere. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 12	Patto con la morte (Parte I)	https://streamcdnr9-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9110544_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Vacalebre e La Macchia subiscono un attentato mentre stanno scattando delle fotografie a bordo di un'auto: uno viene ucciso e l'altro ferito. Il commissario Corso controlla le foto e scopre che i due stavano seguendo il signor Corallo, titolare della finanziaria FIN.COR., e Sara Bruni, dirigente di un'azienda di audiovisivi. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 13	Patto con la morte (Parte II)	https://streamcdnr5-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9110621_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Dopo l'uccisione di La Macchia da parte di Hoffman, il commissario ha chiesto di non partecipare... 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 2	Notte di luna	https://streamcdng13-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7335977_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Notte di luna Il commissario Corso incontra un bambino slavo che è rimasto ferito dopo l'aggressione da parte di una banda di ragazzini. Il commissario indaga sulla banda e scopre, anche grazie all'aiuto di una giornalista e di una zingara, un traffico di bambini da parte di un'organizzazione criminale. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 3	Stelle cadenti	https://streamcdnb5-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7371951_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Stelle cadenti Un'organizzazione criminale finge di aiutare ragazze dell'Est a trovare lavoro, ma in realtà le adesca per farle entrare in un giro di prostituzione. Una ragazza polacca, Eva, non sa di essere caduta nelle stesse mani di coloro che hanno ucciso sua sorella gemella. Il commissario Corso, fortunatamente, interviene per salvarla. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 4	Nel cuore della notte	https://streamcdnb2-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_2/7372019_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	Nel cuore della notte Il commissario Corso indaga sull'omicidio di un ricco imprenditore sommerso di debiti: durante le indagini, scoprirà che in realtà questi non è morto, ma ha finto di esserlo per sfuggire ai suoi numerosi creditori. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 5	L'ultima partita	https://streamcdnb2-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9110594_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	L'ultima partita Un americano giunge in Italia da Miami a caccia dei migliori giocatori di pelota, ma uno di loro resta ucciso durante un'aggressione. I sospetti iniziali del commissario Corso ricadono su un altro giocatore, ma la soluzione del caso non è così semplice. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 6	Dieci giorni tutto compreso	https://streamcdng10-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom7/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9104995_,1200,1800,2400,.mp4.csmil/chunklist-f1-v1-a1.m3u8	minisearie	Dieci giorni tutto compreso Il commissario tedesco Thomas Dorn si trova a Milano per indagare sul presunto suicidio di una sua giovane amica. Anche il commissario Corso è coinvolto nelle indagini e scopre una videocassetta compromettente. La sorella della ragazza è decisa a farsi giustizia da sola. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 7	Senza prove	https://streamcdnb6-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9104973_,1200,1800,2400,.mp4.csmil/chunklist-f1-v1-a1.m3u8	minisearie	Senza prove Gianni, spacciatore, va ad incassare soldi che gli devono alcuni ragazzi ed incontra Nora, ragazza senegalese che gli confessa di aspettare un figlio da lui: fra i due scoppia una lite furibonda e Hassan, uno dei ragazzi che lavorano per Gianni, interviene. Durante lo scontro, Hassan precipita da una finestra e muore. Al suo arrivo, il commissario Corso non trova nessuno... 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 8	L'ostaggio	https://streamcdnb6-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9104946_,1200,1800,2400,.mp4.csmil/chunklist-f3-v1-a1.m3u8	minisearie	L'ostaggio Manuela, figlia di una stilista, viene rapita proprio di fronte agli occhi di sua madre, Carla: disperata, la donna si rivolge al commissario Corso, manifestando i suoi sospetti nei confronti della bambinaia. Trovare la soluzione del caso sarà un compito particolarmente ostico per il commissario. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Corso	1991	Sceneggiati	Episodio 9	Spareggio con l'assassino	https://streamcdnb4-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom6/podcastcdn/teche_root/PLAYRAI_TECHE_CINEMA_SD_3/9104953_,1200,1800,2400,.mp4.csmil/chunklist-f1-v1-a1.m3u8	minisearie	Spareggio con l'assassino In una stazione ferroviaria il guardiano trova un cadavere fatto a pezzi con un coltello: si tratta del corpo di un diciottenne friulano emigrato a Milano dieci anni prima, un ragazzo di soli 18 anni, Silvio Pastore, di cui la madre dice che era un ragazzo irrequieto membro di una violenta tifoseria. 	https://www.raiplay.it/cropgd/300x400/dl/img/2019/11/07/1573127191289_1536x2048logo.JPG	
Italiano	Il commissario Nardone	2012	Crime	Episodio 1	Pennicillina mortale	https://streamcdng16-b70cb04c54ab478189e9d8ee45637b13.msvdn.net/dom1/podcastcdn/Fiction/RaiUno/Il_Commissario_Nardone/12943119_,800,1800,2400,.mp4.csmil/playlist.m3u8?auth=daEblaxcBcncbdpaEboamanbDc_bPcGdBdY-bGLraZ-c0-BjuwyGq&aifp=V001	Stagione1	Nel primo dopoguerra, Milano è una città povera. Molti sono malati e non possono permettersi le cure adeguate. Il mercato nero funziona ancora a pieno regime e per trovare alcune medicine essenziali, come la penicillina, bisogna pagare prezzi molto alti. E' in questo contesto che arriva il commissario Nardone, eroico poliziotto campano trasferito a Milano per punizione a causa di uno screzio con un superiore.	https://www.raiplay.it/cropgd/300x400/dl/img/2020/08/07/1596816525831_1536x2048_logo.jpg	
